champion,picked,side,order,team,enemy,game,position,player,fb,kills,deaths,assists,date,won,time,penta,stage,region
NAUTILUS,True,B,2,KT,WBG,1,SUPPORT,LEHENDS,False,0,2,15,2023-10-22,True,00:38:37,0,SWISS,KR
NEEKO,True,B,3,KT,WBG,1,MID,BDD,False,4,1,9,2023-10-22,True,00:38:37,0,SWISS,KR
VIEGO,True,B,4,KT,WBG,1,JUNGLE,CUZZ,False,2,2,13,2023-10-22,True,00:38:37,0,SWISS,KR
K'SANTE,True,B,5,KT,WBG,1,TOP,KIIN,False,3,3,12,2023-10-22,True,00:38:37,0,SWISS,KR
ORIANA,True,R,1,WBG,KT,1,MID,XIAOHU,False,6,1,2,2023-10-22,False,00:38:37,0,SWISS,CN
RUMBLE,True,R,2,WBG,KT,1,TOP,THESHY,False,1,6,4,2023-10-22,False,00:38:37,0,SWISS,CN
JARVAN IV,True,R,3,WBG,KT,1,JUNGLE,WEIWEI,True,1,8,6,2023-10-22,False,00:38:37,0,SWISS,CN
LEONA,True,R,4,WBG,KT,1,SUPPORT,CRISP,False,0,6,7,2023-10-22,False,00:38:37,0,SWISS,CN
SIVIR,True,R,5,WBG,KT,1,ADC,LIGHT,False,3,2,8,2023-10-22,False,00:38:37,0,SWISS,CN
POPPY,False,B,1,KT,WBG,1,BAN,BAN,False,0,0,0,2023-10-22,True,00:38:37,0,SWISS,KR
MAOKAI,False,B,2,KT,WBG,1,BAN,BAN,False,0,0,0,2023-10-22,True,00:38:37,0,SWISS,KR
KALISTA,False,B,3,KT,WBG,1,BAN,BAN,False,0,0,0,2023-10-22,True,00:38:37,0,SWISS,KR
RELL,False,B,4,KT,WBG,1,BAN,BAN,False,0,0,0,2023-10-22,True,00:38:37,0,SWISS,KR
RENATA,False,B,5,KT,WBG,1,BAN,BAN,False,0,0,0,2023-10-22,True,00:38:37,0,SWISS,KR
ALISTAR,False,R,1,WBG,KT,1,BAN,BAN,False,0,0,0,2023-10-22,False,00:38:37,0,SWISS,CN
XAYAH,False,R,2,WBG,KT,1,BAN,BAN,False,0,0,0,2023-10-22,False,00:38:37,0,SWISS,CN
RAKAN,False,R,3,WBG,KT,1,BAN,BAN,False,0,0,0,2023-10-22,False,00:38:37,0,SWISS,CN
VI,False,R,4,WBG,KT,1,BAN,BAN,False,0,0,0,2023-10-22,False,00:38:37,0,SWISS,CN
NOCTURNE,False,R,5,WBG,KT,1,BAN,BAN,False,0,0,0,2023-10-22,False,00:38:37,0,SWISS,CN
ORIANA,True,B,1,TL,GAM,1,MID,APA,False,3,4,1,2023-10-23,False,00:28:29,0,SWISS,
K'SANTE,True,B,2,TL,GAM,1,TOP,SUMMIT,False,0,3,3,2023-10-23,False,00:28:29,0,SWISS,
JARVAN IV,True,B,3,TL,GAM,1,JUNGLE,PYOSIK,False,1,2,5,2023-10-23,False,00:28:29,0,SWISS,
APHELIOS,True,B,4,TL,GAM,1,ADC,YEON,True,3,4,1,2023-10-23,False,00:28:29,0,SWISS,
THRESH,True,B,5,TL,GAM,1,SUPPORT,COREJJ,False,1,2,2,2023-10-23,False,00:28:29,0,SWISS,
RUMBLE,True,R,1,GAM,TL,1,TOP,KIAYA,False,4,2,6,2023-10-23,True,00:28:29,0,SWISS,VN
MAOKAI,True,R,2,GAM,TL,1,JUNGLE,LEVI,False,0,0,12,2023-10-23,True,00:28:29,0,SWISS,VN
TRISTANA,True,R,3,GAM,TL,1,MID,KATI,False,5,4,8,2023-10-23,True,00:28:29,0,SWISS,VN
ZERI,True,R,4,GAM,TL,1,ADC,SLAYDER,False,5,1,5,2023-10-23,True,00:28:29,0,SWISS,VN
RAKAN,True,R,5,GAM,TL,1,SUPPORT,PALETTE,False,1,1,7,2023-10-23,True,00:28:29,0,SWISS,VN
JAYCE,False,B,1,TL,GAM,1,BAN,BAN,False,0,0,0,2023-10-23,False,00:28:29,0,SWISS,
SYNDRA,False,B,2,TL,GAM,1,BAN,BAN,False,0,0,0,2023-10-23,False,00:28:29,0,SWISS,
XAYAH,False,B,3,TL,GAM,1,BAN,BAN,False,0,0,0,2023-10-23,False,00:28:29,0,SWISS,
KAI'SA,False,B,4,TL,GAM,1,BAN,BAN,False,0,0,0,2023-10-23,False,00:28:29,0,SWISS,
RELL,False,B,5,TL,GAM,1,BAN,BAN,False,0,0,0,2023-10-23,False,00:28:29,0,SWISS,
ZIGGS,False,R,1,GAM,TL,1,BAN,BAN,False,0,0,0,2023-10-23,True,00:28:29,0,SWISS,VN
LEE SIN,False,R,2,GAM,TL,1,BAN,BAN,False,0,0,0,2023-10-23,True,00:28:29,0,SWISS,VN
VIEGO,False,R,3,GAM,TL,1,BAN,BAN,False,0,0,0,2023-10-23,True,00:28:29,0,SWISS,VN
MAOKAI,False,R,4,GAM,TL,1,BAN,BAN,False,0,0,0,2023-10-23,True,00:28:29,0,SWISS,VN
RUMBLE,False,R,5,GAM,TL,1,BAN,BAN,False,0,0,0,2023-10-23,True,00:28:29,0,SWISS,VN
XAYAH,True,B,1,TL,GAM,2,ADC,YEON,False,1,1,6,2023-10-23,True,00:28:29,0,SWISS,
RAKAN,True,B,2,TL,GAM,2,SUPPORT,COREJJ,False,0,3,6,2023-10-23,True,00:28:29,0,SWISS,
NEEKO,True,B,3,TL,GAM,2,MID,APA,False,5,1,2,2023-10-23,True,00:28:29,0,SWISS,
RENEKTON,True,B,4,TL,GAM,2,TOP,SUMMIT,False,2,1,2,2023-10-23,True,00:28:29,0,SWISS,
KINDRED,True,B,5,TL,GAM,2,JUNGLE,PYOSIK,False,6,0,3,2023-10-23,True,00:28:29,0,SWISS,
SYNDRA,True,R,1,GAM,TL,2,MID,KATI,False,3,3,2,2023-10-23,False,00:28:29,0,SWISS,VN
RENATA,True,R,2,GAM,TL,2,SUPPORT,PALETTE,True,1,2,2,2023-10-23,False,00:28:29,0,SWISS,VN
DRAVEN,True,R,3,GAM,TL,2,ADC,SLAYDER,False,2,2,1,2023-10-23,False,00:28:29,0,SWISS,VN
VI,True,R,4,GAM,TL,2,JUNGLE,LEVI,False,0,2,4,2023-10-23,False,00:28:29,0,SWISS,VN
KENNEN,True,R,5,GAM,TL,2,TOP,KIAYA,False,0,5,3,2023-10-23,False,00:28:29,0,SWISS,VN
RUMBLE,False,B,1,TL,GAM,2,BAN,BAN,False,0,0,0,2023-10-23,True,00:28:29,0,SWISS,
MAOKAI,False,B,2,TL,GAM,2,BAN,BAN,False,0,0,0,2023-10-23,True,00:28:29,0,SWISS,
ORIANA,False,B,3,TL,GAM,2,BAN,BAN,False,0,0,0,2023-10-23,True,00:28:29,0,SWISS,
WUKONG,False,B,4,TL,GAM,2,BAN,BAN,False,0,0,0,2023-10-23,True,00:28:29,0,SWISS,
NOCTURNE,False,B,5,TL,GAM,2,BAN,BAN,False,0,0,0,2023-10-23,True,00:28:29,0,SWISS,
ZIGGS,False,R,1,GAM,TL,2,BAN,BAN,False,0,0,0,2023-10-23,False,00:28:29,0,SWISS,VN
LEE SIN,False,R,2,GAM,TL,2,BAN,BAN,False,0,0,0,2023-10-23,False,00:28:29,0,SWISS,VN
VIEGO,False,R,3,GAM,TL,2,BAN,BAN,False,0,0,0,2023-10-23,False,00:28:29,0,SWISS,VN
JARVAN IV,False,R,4,GAM,TL,2,BAN,BAN,False,0,0,0,2023-10-23,False,00:28:29,0,SWISS,VN
JAX,False,R,5,GAM,TL,2,BAN,BAN,False,0,0,0,2023-10-23,False,00:28:29,0,SWISS,VN
XAYAH,True,B,1,GAM,TL,3,ADC,SLAYDER,False,4,0,7,2023-10-23,True,00:34:32,0,SWISS,VN
WUKONG,True,B,2,GAM,TL,3,JUNGLE,LEVI,False,6,1,11,2023-10-23,True,00:34:32,0,SWISS,VN
SYNDRA,True,B,3,GAM,TL,3,MID,KATI,False,4,2,7,2023-10-23,True,00:34:32,0,SWISS,VN
K'SANTE,True,B,4,GAM,TL,3,TOP,KIAYA,True,5,0,9,2023-10-23,True,00:34:32,0,SWISS,VN
RELL,True,B,5,GAM,TL,3,SUPPORT,PALETTE,False,0,1,15,2023-10-23,True,00:34:32,0,SWISS,VN
RAKAN,True,R,1,TL,GAM,3,SUPPORT,COREJJ,False,1,3,2,2023-10-23,False,00:34:32,0,SWISS,
KAI'SA,True,R,2,TL,GAM,3,ADC,YEON,False,0,2,1,2023-10-23,False,00:34:32,0,SWISS,
AHRI,True,R,3,TL,GAM,3,MID,APA,False,1,5,2,2023-10-23,False,00:34:32,0,SWISS,
JAX,True,R,4,TL,GAM,3,TOP,SUMMIT,False,0,5,1,2023-10-23,False,00:34:32,0,SWISS,
SEJUANI,True,R,5,TL,GAM,3,JUNGLE,PYOSIK,False,2,4,1,2023-10-23,False,00:34:32,0,SWISS,
ZIGGS,False,B,1,GAM,TL,3,BAN,BAN,False,0,0,0,2023-10-23,True,00:34:32,0,SWISS,VN
NEEKO,False,B,2,GAM,TL,3,BAN,BAN,False,0,0,0,2023-10-23,True,00:34:32,0,SWISS,VN
KINDRED,False,B,3,GAM,TL,3,BAN,BAN,False,0,0,0,2023-10-23,True,00:34:32,0,SWISS,VN
JARVAN IV,False,B,4,GAM,TL,3,BAN,BAN,False,0,0,0,2023-10-23,True,00:34:32,0,SWISS,VN
LEE SIN,False,B,5,GAM,TL,3,BAN,BAN,False,0,0,0,2023-10-23,True,00:34:32,0,SWISS,VN
MAOKAI,False,R,1,TL,GAM,3,BAN,BAN,False,0,0,0,2023-10-23,False,00:34:32,0,SWISS,
RUMBLE,False,R,2,TL,GAM,3,BAN,BAN,False,0,0,0,2023-10-23,False,00:34:32,0,SWISS,
ORIANA,False,R,3,TL,GAM,3,BAN,BAN,False,0,0,0,2023-10-23,False,00:34:32,0,SWISS,
NAUTILUS,False,R,4,TL,GAM,3,BAN,BAN,False,0,0,0,2023-10-23,False,00:34:32,0,SWISS,
RENEKTON,False,R,5,TL,GAM,3,BAN,BAN,False,0,0,0,2023-10-23,False,00:34:32,0,SWISS,
NEEKO,True,B,1,DK,BDS,1,MID,SHOWMAKER,False,2,1,7,2023-10-23,True,00:24:31,0,SWISS,KR
CAITLYN,True,B,2,DK,BDS,1,ADC,DEFT,False,5,1,6,2023-10-23,True,00:24:31,0,SWISS,KR
LUX,True,B,3,DK,BDS,1,SUPPORT,KELLIN,False,2,1,11,2023-10-23,True,00:24:31,0,SWISS,KR
RUMBLE,True,B,4,DK,BDS,1,TOP,CANNA,False,4,2,8,2023-10-23,True,00:24:31,0,SWISS,KR
VI,True,B,5,DK,BDS,1,JUNGLE,CANYON,False,5,1,8,2023-10-23,True,00:24:31,0,SWISS,KR
LEBLANC,True,R,1,BDS,DK,1,MID,NUC,False,0,3,2,2023-10-23,False,00:24:31,0,SWISS,EMEA
LEE SIN,True,R,2,BDS,DK,1,JUNGLE,SHEO,True,1,4,4,2023-10-23,False,00:24:31,0,SWISS,EMEA
BLITZCRANK,True,R,3,BDS,DK,1,SUPPORT,LABROV,False,0,5,4,2023-10-23,False,00:24:31,0,SWISS,EMEA
KAI'SA,True,R,4,BDS,DK,1,ADC,CROWNIE,False,5,3,0,2023-10-23,False,00:24:31,0,SWISS,EMEA
VOLIBEAR,True,R,5,BDS,DK,1,TOP,ADAM,False,0,3,1,2023-10-23,False,00:24:31,0,SWISS,EMEA
MAOKAI,False,B,1,DK,BDS,1,BAN,BAN,False,0,0,0,2023-10-23,True,00:24:31,0,SWISS,KR
DARIUS,False,B,2,DK,BDS,1,BAN,BAN,False,0,0,0,2023-10-23,True,00:24:31,0,SWISS,KR
ORIANA,False,B,3,DK,BDS,1,BAN,BAN,False,0,0,0,2023-10-23,True,00:24:31,0,SWISS,KR
GAREN,False,B,4,DK,BDS,1,BAN,BAN,False,0,0,0,2023-10-23,True,00:24:31,0,SWISS,KR
MALPHITE,False,B,5,DK,BDS,1,BAN,BAN,False,0,0,0,2023-10-23,True,00:24:31,0,SWISS,KR
KALISTA,False,R,1,BDS,DK,1,BAN,BAN,False,0,0,0,2023-10-23,False,00:24:31,0,SWISS,EMEA
XAYAH,False,R,2,BDS,DK,1,BAN,BAN,False,0,0,0,2023-10-23,False,00:24:31,0,SWISS,EMEA
JARVAN IV,False,R,3,BDS,DK,1,BAN,BAN,False,0,0,0,2023-10-23,False,00:24:31,0,SWISS,EMEA
JAX,False,R,4,BDS,DK,1,BAN,BAN,False,0,0,0,2023-10-23,False,00:24:31,0,SWISS,EMEA
GNAR,False,R,5,BDS,DK,1,BAN,BAN,False,0,0,0,2023-10-23,False,00:24:31,0,SWISS,EMEA
KAI'SA,True,B,1,BDS,DK,2,ADC,CROWNIE,False,0,0,3,2023-10-23,False,00:24:22,0,SWISS,EMEA
RAKAN,True,B,2,BDS,DK,2,SUPPORT,LABROV,False,0,2,2,2023-10-23,False,00:24:22,0,SWISS,EMEA
NEEKO,True,B,3,BDS,DK,2,MID,NUC,False,0,2,0,2023-10-23,False,00:24:22,0,SWISS,EMEA
WUKONG,True,B,4,BDS,DK,2,JUNGLE,SHEO,False,1,2,2,2023-10-23,False,00:24:22,0,SWISS,EMEA
OLAF,True,B,5,BDS,DK,2,TOP,ADAM,False,3,2,0,2023-10-23,False,00:24:22,0,SWISS,EMEA
ALISTAR,True,R,1,DK,BDS,2,SUPPORT,KELLIN,False,0,0,5,2023-10-23,True,00:24:22,0,SWISS,KR
RUMBLE,True,R,2,DK,BDS,2,TOP,CANNA,False,0,1,4,2023-10-23,True,00:24:22,0,SWISS,KR
LEE SIN,True,R,3,DK,BDS,2,JUNGLE,CANYON,True,4,1,2,2023-10-23,True,00:24:22,0,SWISS,KR
APHELIOS,True,R,4,DK,BDS,2,ADC,DEFT,False,3,2,2,2023-10-23,True,00:24:22,0,SWISS,KR
AZIR,True,R,5,DK,BDS,2,MID,SHOWMAKER,False,1,0,4,2023-10-23,True,00:24:22,0,SWISS,KR
KALISTA,False,B,1,BDS,DK,2,BAN,BAN,False,0,0,0,2023-10-23,False,00:24:22,0,SWISS,EMEA
CAITLYN,False,B,2,BDS,DK,2,BAN,BAN,False,0,0,0,2023-10-23,False,00:24:22,0,SWISS,EMEA
XAYAH,False,B,3,BDS,DK,2,BAN,BAN,False,0,0,0,2023-10-23,False,00:24:22,0,SWISS,EMEA
LEBLANC,False,B,4,BDS,DK,2,BAN,BAN,False,0,0,0,2023-10-23,False,00:24:22,0,SWISS,EMEA
YASUO,False,B,5,BDS,DK,2,BAN,BAN,False,0,0,0,2023-10-23,False,00:24:22,0,SWISS,EMEA
MAOKAI,False,R,1,DK,BDS,2,BAN,BAN,False,0,0,0,2023-10-23,True,00:24:22,0,SWISS,KR
DARIUS,False,R,2,DK,BDS,2,BAN,BAN,False,0,0,0,2023-10-23,True,00:24:22,0,SWISS,KR
ORIANA,False,R,3,DK,BDS,2,BAN,BAN,False,0,0,0,2023-10-23,True,00:24:22,0,SWISS,KR
VI,False,R,4,DK,BDS,2,BAN,BAN,False,0,0,0,2023-10-23,True,00:24:22,0,SWISS,KR
GAREN,False,R,5,DK,BDS,2,BAN,BAN,False,0,0,0,2023-10-23,True,00:24:22,0,SWISS,KR
XAYAH,True,B,1,C9,FNC,1,ADC,BERSERKER,False,7,0,3,2023-10-26,True,00:40:16,0,SWISS,
JARVAN IV,True,B,2,C9,FNC,1,JUNGLE,BLABER,False,2,0,20,2023-10-26,True,00:40:16,0,SWISS,
RUMBLE,True,B,3,C9,FNC,1,TOP,FUDGE,True,10,2,11,2023-10-26,True,00:40:16,0,SWISS,
NAUTILUS,True,B,4,C9,FNC,1,SUPPORT,ZVEN,False,0,3,16,2023-10-26,True,00:40:16,0,SWISS,
YONE,True,B,5,C9,FNC,1,MID,EMENES,False,8,2,5,2023-10-26,True,00:40:16,0,SWISS,
ORIANA,True,R,1,FNC,C9,1,MID,HUMANOID,False,2,5,4,2023-10-26,False,00:40:16,0,SWISS,EMEA
RAKAN,True,R,2,FNC,C9,1,SUPPORT,TRYMBI,False,1,6,4,2023-10-26,False,00:40:16,0,SWISS,EMEA
JAX,True,R,3,FNC,C9,1,TOP,OSCARININ,False,2,7,2,2023-10-26,False,00:40:16,0,SWISS,EMEA
LEE SIN,True,R,4,FNC,C9,1,JUNGLE,RAZORK,False,1,5,5,2023-10-26,False,00:40:16,0,SWISS,EMEA
EZREAL,True,R,5,FNC,C9,1,ADC,NOAH,False,1,4,2,2023-10-26,False,00:40:16,0,SWISS,EMEA
AZIR,False,B,1,C9,FNC,1,BAN,BAN,False,0,0,0,2023-10-26,True,00:40:16,0,SWISS,
POPPY,False,B,2,C9,FNC,1,BAN,BAN,False,0,0,0,2023-10-26,True,00:40:16,0,SWISS,
RENEKTON,False,B,3,C9,FNC,1,BAN,BAN,False,0,0,0,2023-10-26,True,00:40:16,0,SWISS,
ZERI,False,B,4,C9,FNC,1,BAN,BAN,False,0,0,0,2023-10-26,True,00:40:16,0,SWISS,
RELL,False,B,5,C9,FNC,1,BAN,BAN,False,0,0,0,2023-10-26,True,00:40:16,0,SWISS,
KALISTA,False,R,1,FNC,C9,1,BAN,BAN,False,0,0,0,2023-10-26,False,00:40:16,0,SWISS,EMEA
MAOKAI,False,R,2,FNC,C9,1,BAN,BAN,False,0,0,0,2023-10-26,False,00:40:16,0,SWISS,EMEA
SEJUANI,False,R,3,FNC,C9,1,BAN,BAN,False,0,0,0,2023-10-26,False,00:40:16,0,SWISS,EMEA
SYNDRA,False,R,4,FNC,C9,1,BAN,BAN,False,0,0,0,2023-10-26,False,00:40:16,0,SWISS,EMEA
ALISTAR,False,R,5,FNC,C9,1,BAN,BAN,False,0,0,0,2023-10-26,False,00:40:16,0,SWISS,EMEA
SYNDRA,True,B,1,FNC,C9,2,MID,HUMANOID,False,7,4,7,2023-10-26,True,00:27:41,0,SWISS,EMEA
JAX,True,B,2,FNC,C9,2,TOP,OSCARININ,True,3,3,4,2023-10-26,True,00:27:41,0,SWISS,EMEA
JARVAN IV,True,B,3,FNC,C9,2,JUNGLE,RAZORK,False,5,2,14,2023-10-26,True,00:27:41,0,SWISS,EMEA
ZERI,True,B,4,FNC,C9,2,ADC,NOAH,False,5,0,6,2023-10-26,True,00:27:41,0,SWISS,EMEA
RAKAN,True,B,5,FNC,C9,2,SUPPORT,TRYMBI,False,0,1,13,2023-10-26,True,00:27:41,0,SWISS,EMEA
K'SANTE,True,R,1,C9,FNC,2,MID,EMENES,False,4,4,3,2023-10-26,False,00:27:41,0,SWISS,
TALIYAH,True,R,2,C9,FNC,2,JUNGLE,BLABER,False,6,5,1,2023-10-26,False,00:27:41,0,SWISS,
KAI'SA,True,R,3,C9,FNC,2,ADC,BERSERKER,False,0,2,2,2023-10-26,False,00:27:41,0,SWISS,
RELL,True,R,4,C9,FNC,2,SUPPORT,ZVEN,False,0,4,6,2023-10-26,False,00:27:41,0,SWISS,
RENEKTON,True,R,5,C9,FNC,2,TOP,FUDGE,False,0,5,3,2023-10-26,False,00:27:41,0,SWISS,
MAOKAI,False,B,1,FNC,C9,2,BAN,BAN,False,0,0,0,2023-10-26,True,00:27:41,0,SWISS,EMEA
KALISTA,False,B,2,FNC,C9,2,BAN,BAN,False,0,0,0,2023-10-26,True,00:27:41,0,SWISS,EMEA
RUMBLE,False,B,3,FNC,C9,2,BAN,BAN,False,0,0,0,2023-10-26,True,00:27:41,0,SWISS,EMEA
ALISTAR,False,B,4,FNC,C9,2,BAN,BAN,False,0,0,0,2023-10-26,True,00:27:41,0,SWISS,EMEA
NAUTILUS,False,B,5,FNC,C9,2,BAN,BAN,False,0,0,0,2023-10-26,True,00:27:41,0,SWISS,EMEA
AZIR,False,R,1,C9,FNC,2,BAN,BAN,False,0,0,0,2023-10-26,False,00:27:41,0,SWISS,
XAYAH,False,R,2,C9,FNC,2,BAN,BAN,False,0,0,0,2023-10-26,False,00:27:41,0,SWISS,
ORIANA,False,R,3,C9,FNC,2,BAN,BAN,False,0,0,0,2023-10-26,False,00:27:41,0,SWISS,
APHELIOS,False,R,4,C9,FNC,2,BAN,BAN,False,0,0,0,2023-10-26,False,00:27:41,0,SWISS,
SIVIR,False,R,5,C9,FNC,2,BAN,BAN,False,0,0,0,2023-10-26,False,00:27:41,0,SWISS,
XAYAH,True,B,1,C9,FNC,3,ADC,BERSERKER,False,6,3,7,2023-10-26,False,00:32:17,0,SWISS,
SEJUANI,True,B,2,C9,FNC,3,JUNGLE,BLABER,False,5,6,9,2023-10-26,False,00:32:17,0,SWISS,
JAX,True,B,3,C9,FNC,3,TOP,FUDGE,True,4,3,3,2023-10-26,False,00:32:17,0,SWISS,
ALISTAR,True,B,4,C9,FNC,3,SUPPORT,ZVEN,False,1,9,4,2023-10-26,False,00:32:17,0,SWISS,
LEBLANC,True,B,5,C9,FNC,3,MID,EMENES,False,1,4,9,2023-10-26,False,00:32:17,0,SWISS,
RUMBLE,True,R,1,FNC,C9,3,TOP,OSCARININ,False,6,3,11,2023-10-26,True,00:32:17,0,SWISS,EMEA
JARVAN IV,True,R,2,FNC,C9,3,JUNGLE,RAZORK,False,3,5,16,2023-10-26,True,00:32:17,0,SWISS,EMEA
APHELIOS,True,R,3,FNC,C9,3,ADC,NOAH,False,12,1,8,2023-10-26,True,00:32:17,0,SWISS,EMEA
RELL,True,R,4,FNC,C9,3,SUPPORT,TRYMBI,False,1,5,19,2023-10-26,True,00:32:17,0,SWISS,EMEA
SYLAS,True,R,5,FNC,C9,3,MID,HUMANOID,False,3,3,13,2023-10-26,True,00:32:17,0,SWISS,EMEA
AZIR,False,B,1,C9,FNC,3,BAN,BAN,False,0,0,0,2023-10-26,False,00:32:17,0,SWISS,
ORIANA,False,B,2,C9,FNC,3,BAN,BAN,False,0,0,0,2023-10-26,False,00:32:17,0,SWISS,
POPPY,False,B,3,C9,FNC,3,BAN,BAN,False,0,0,0,2023-10-26,False,00:32:17,0,SWISS,
BRAUM,False,B,4,C9,FNC,3,BAN,BAN,False,0,0,0,2023-10-26,False,00:32:17,0,SWISS,
RENATA,False,B,5,C9,FNC,3,BAN,BAN,False,0,0,0,2023-10-26,False,00:32:17,0,SWISS,
MAOKAI,False,R,1,FNC,C9,3,BAN,BAN,False,0,0,0,2023-10-26,True,00:32:17,0,SWISS,EMEA
KALISTA,False,R,2,FNC,C9,3,BAN,BAN,False,0,0,0,2023-10-26,True,00:32:17,0,SWISS,EMEA
RAKAN,False,R,3,FNC,C9,3,BAN,BAN,False,0,0,0,2023-10-26,True,00:32:17,0,SWISS,EMEA
AKALI,False,R,4,FNC,C9,3,BAN,BAN,False,0,0,0,2023-10-26,True,00:32:17,0,SWISS,EMEA
YONE,False,R,5,FNC,C9,3,BAN,BAN,False,0,0,0,2023-10-26,True,00:32:17,0,SWISS,EMEA
VI,True,B,1,MAD,WBG,1,JUNGLE,ELYOYA,False,2,2,4,2023-10-26,False,00:32:10,0,SWISS,EMEA
ASHE,True,B,2,MAD,WBG,1,ADC,CARZZY,False,4,4,3,2023-10-26,False,00:32:10,0,SWISS,EMEA
SYLAS,True,B,3,MAD,WBG,1,MID,NISQY,False,9,3,5,2023-10-26,False,00:32:10,0,SWISS,EMEA
K'SANTE,True,B,4,MAD,WBG,1,TOP,CHASY,False,0,3,6,2023-10-26,False,00:32:10,0,SWISS,EMEA
ALISTAR,True,B,5,MAD,WBG,1,SUPPORT,HYLISSANG,False,0,7,10,2023-10-26,False,00:32:10,0,SWISS,EMEA
KALISTA,True,R,1,WBG,MAD,1,ADC,LIGHT,True,11,3,8,2023-10-26,True,00:32:10,0,SWISS,CN
RENATA,True,R,2,WBG,MAD,1,SUPPORT,CRISP,False,1,2,18,2023-10-26,True,00:32:10,0,SWISS,CN
RELL,True,R,3,WBG,MAD,1,JUNGLE,WEIWEI,False,2,4,11,2023-10-26,True,00:32:10,0,SWISS,CN
AHRI,True,R,4,WBG,MAD,1,MID,XIAOHU,False,1,5,12,2023-10-26,True,00:32:10,0,SWISS,CN
AATROX,True,R,5,WBG,MAD,1,TOP,THESHY,False,4,1,5,2023-10-26,True,00:32:10,0,SWISS,CN
POPPY,False,B,1,MAD,WBG,1,BAN,BAN,False,0,0,0,2023-10-26,False,00:32:10,0,SWISS,EMEA
MAOKAI,False,B,2,MAD,WBG,1,BAN,BAN,False,0,0,0,2023-10-26,False,00:32:10,0,SWISS,EMEA
ORIANA,False,B,3,MAD,WBG,1,BAN,BAN,False,0,0,0,2023-10-26,False,00:32:10,0,SWISS,EMEA
TALIYAH,False,B,4,MAD,WBG,1,BAN,BAN,False,0,0,0,2023-10-26,False,00:32:10,0,SWISS,EMEA
AKALI,False,B,5,MAD,WBG,1,BAN,BAN,False,0,0,0,2023-10-26,False,00:32:10,0,SWISS,EMEA
JARVAN IV,False,R,1,WBG,MAD,1,BAN,BAN,False,0,0,0,2023-10-26,True,00:32:10,0,SWISS,CN
XAYAH,False,R,2,WBG,MAD,1,BAN,BAN,False,0,0,0,2023-10-26,True,00:32:10,0,SWISS,CN
AZIR,False,R,3,WBG,MAD,1,BAN,BAN,False,0,0,0,2023-10-26,True,00:32:10,0,SWISS,CN
VARUS,False,R,4,WBG,MAD,1,BAN,BAN,False,0,0,0,2023-10-26,True,00:32:10,0,SWISS,CN
HEIMERDINGER,False,R,5,WBG,MAD,1,BAN,BAN,False,0,0,0,2023-10-26,True,00:32:10,0,SWISS,CN
KALISTA,True,B,1,MAD,WBG,2,ADC,CARZZY,False,1,4,0,2023-10-26,False,00:28:55,0,SWISS,EMEA
VI,True,B,2,MAD,WBG,2,JUNGLE,ELYOYA,False,4,4,1,2023-10-26,False,00:28:55,0,SWISS,EMEA
AHRI,True,B,3,MAD,WBG,2,MID,NISQY,False,0,1,2,2023-10-26,False,00:28:55,0,SWISS,EMEA
K'SANTE,True,B,4,MAD,WBG,2,TOP,CHASY,False,0,4,2,2023-10-26,False,00:28:55,0,SWISS,EMEA
SORAKA,True,B,5,MAD,WBG,2,SUPPORT,HYLISSANG,False,0,6,2,2023-10-26,False,00:28:55,0,SWISS,EMEA
RENATA,True,R,1,WBG,MAD,2,SUPPORT,CRISP,True,2,2,15,2023-10-26,True,00:28:55,0,SWISS,CN
RELL,True,R,2,WBG,MAD,2,JUNGLE,WEIWEI,False,2,1,12,2023-10-26,True,00:28:55,0,SWISS,CN
APHELIOS,True,R,3,WBG,MAD,2,ADC,LIGHT,False,8,0,7,2023-10-26,True,00:28:55,0,SWISS,CN
NEEKO,True,R,4,WBG,MAD,2,MID,XIAOHU,False,3,0,10,2023-10-26,True,00:28:55,0,SWISS,CN
AATROX,True,R,5,WBG,MAD,2,TOP,THESHY,False,4,2,7,2023-10-26,True,00:28:55,0,SWISS,CN
POPPY,False,B,1,MAD,WBG,2,BAN,BAN,False,0,0,0,2023-10-26,False,00:28:55,0,SWISS,EMEA
MAOKAI,False,B,2,MAD,WBG,2,BAN,BAN,False,0,0,0,2023-10-26,False,00:28:55,0,SWISS,EMEA
ORIANA,False,B,3,MAD,WBG,2,BAN,BAN,False,0,0,0,2023-10-26,False,00:28:55,0,SWISS,EMEA
TALIYAH,False,B,4,MAD,WBG,2,BAN,BAN,False,0,0,0,2023-10-26,False,00:28:55,0,SWISS,EMEA
SYLAS,False,B,5,MAD,WBG,2,BAN,BAN,False,0,0,0,2023-10-26,False,00:28:55,0,SWISS,EMEA
XAYAH,False,R,1,WBG,MAD,2,BAN,BAN,False,0,0,0,2023-10-26,True,00:28:55,0,SWISS,CN
JARVAN IV,False,R,2,WBG,MAD,2,BAN,BAN,False,0,0,0,2023-10-26,True,00:28:55,0,SWISS,CN
AZIR,False,R,3,WBG,MAD,2,BAN,BAN,False,0,0,0,2023-10-26,True,00:28:55,0,SWISS,CN
BLITZCRANK,False,R,4,WBG,MAD,2,BAN,BAN,False,0,0,0,2023-10-26,True,00:28:55,0,SWISS,CN
